customerID,gender,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,DeviceProtection,Contract,PaymentMethod, MonthlyCharges , TotalCharges ,Churn
 7279-BUYWN , Female ,41,1,1, Fiber optic ,1,1, Month-to-month , Electronic check , $113.20 ," $4,689.50 ",1
 7156-MHUGY , Male ,13,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $90.50 ," $1,201.15 ",1
 7198-GLXTC , Male ,2,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $79.00 , $143.65 ,1
 5207-PLSTK , Male ,1,1,0, DSL ,1,0, Month-to-month , Mailed check , $48.75 , $48.75 ,0
 2307-FYNNL , Male ,65,1,1, Fiber optic ,1,1, Two year , Electronic check , $109.05 ," $7,108.20 ",0
 2155-AMQRX , Female ,28,1,1, DSL ,0,0, Month-to-month , Credit card (automatic) , $54.90 ," $1,505.15 ",0
 5091-HFAZW , Female ,2,1,0, Fiber optic ,1,0, Month-to-month , Electronic check , $91.15 , $168.50 ,0
 2519-LBNQL , Male ,60,1,1, Fiber optic ,0,1, One year , Electronic check , $104.35 ," $6,339.45 ",0
 8623-ULFNQ , Female ,26,1,1, DSL ,0,0, Month-to-month , Electronic check , $66.05 ," $1,652.40 ",0
 8380-PEFPE , Male ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $71.65 , $71.65 ,1
 1568-LJSZU , Male ,68,1,1, DSL ,1,1, Two year , Credit card (automatic) , $92.20 ," $6,392.85 ",0
 7530-HDYDS , Female ,38,1,0, Fiber optic ,0,1, Month-to-month , Credit card (automatic) , $84.25 ," $3,264.50 ",1
 7789-HKSBS , Female ,42,1,1, Fiber optic ,1,1, One year , Bank transfer (automatic) , $105.20 ," $4,599.15 ",0
 3096-IZETN , Female ,12,1,0, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $78.10 , $947.30 ,1
 2348-KCJLT , Female ,44,1,0, DSL ,1,1, One year , Mailed check , $61.50 ," $2,722.20 ",0
 8401-EMUWF , Male ,42,1,1, DSL ,1,0, Month-to-month , Bank transfer (automatic) , $69.40 ," $3,058.30 ",0
 5377-NDTOU , Female ,71,1,1, DSL ,1,1, Two year , Mailed check , $91.05 ," $6,293.75 ",0
 5922-ABDVO , Female ,19,1,1, Fiber optic ,0,1, Month-to-month , Mailed check , $89.65 ," $1,761.05 ",1
 2474-LCNUE , Female ,23,1,1, DSL ,0,0, Month-to-month , Credit card (automatic) , $73.65 ," $1,642.75 ",0
 9172-ANCRX , Female ,10,1,1, Fiber optic ,1,0, Month-to-month , Electronic check , $98.70 , $973.25 ,1
 6650-VJONK , Male ,1,1,0, DSL ,0,0, Month-to-month , Bank transfer (automatic) , $43.85 , $43.85 ,0
 2178-PMGCJ , Male ,22,1,0, Fiber optic ,0,0, Month-to-month , Mailed check , $69.70 ," $1,490.40 ",0
 7860-KSUGX , Male ,72,1,1, DSL ,1,1, Two year , Credit card (automatic) , $64.45 ," $4,720.00 ",0
 6910-HADCM , Female ,1,1,0, Fiber optic ,0,1, Month-to-month , Electronic check , $76.35 , $76.35 ,1
 4816-LXZYW , Female ,23,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $79.15 ," $1,676.95 ",1
 9606-PBKBQ , Male ,32,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $85.00 ," $2,642.05 ",1
 5149-QYTTU , Female ,71,1,1, Fiber optic ,1,1, One year , Credit card (automatic) , $95.15 ," $6,770.85 ",0
 2070-XYMFH , Female ,23,1,1, Fiber optic ,0,1, Month-to-month , Mailed check , $79.35 ," $1,835.30 ",0
 2085-BOJKI , Male ,17,1,0, Fiber optic ,0,1, One year , Bank transfer (automatic) , $96.65 ," $1,588.25 ",0
 0817-HSUSE , Male ,1,1,0, DSL ,0,1, Month-to-month , Electronic check , $75.50 , $75.50 ,0
 5663-QBGIS , Male ,72,1,1, Fiber optic ,0,0, Two year , Bank transfer (automatic) , $98.35 ," $6,929.40 ",0
 4450-MDZFX , Male ,60,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $74.35 ," $4,453.30 ",0
 7554-AKDQF , Female ,6,1,0, DSL ,0,0, Month-to-month , Mailed check , $45.65 , $323.45 ,0
 3536-IQCTX , Male ,32,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $85.30 ," $2,661.10 ",1
 4911-BANWH , Female ,31,1,1, Fiber optic ,0,0, Month-to-month , Credit card (automatic) , $86.55 ," $2,697.40 ",1
 8496-EJAUI , Male ,19,1,0, Fiber optic ,0,0, Month-to-month , Credit card (automatic) , $73.85 ," $1,424.50 ",1
 5423-BHIXO , Female ,32,1,1, DSL ,0,0, Month-to-month , Electronic check , $54.20 ," $1,739.60 ",0
 6908-VVYHM , Male ,65,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $90.65 ," $5,931.00 ",0
 3030-YDNRM , Male ,8,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $74.85 , $572.45 ,0
 3402-XRIUO , Female ,22,1,1, DSL ,1,0, Month-to-month , Mailed check , $63.55 ," $1,381.80 ",0
 8286-AFUYI , Male ,1,1,0, DSL ,1,0, Month-to-month , Electronic check , $47.95 , $47.95 ,0
 8080-DDEMJ , Male ,1,1,0, DSL ,0,0, Month-to-month , Electronic check , $45.10 , $45.10 ,1
 8356-WUAOJ , Female ,1,1,0, DSL ,0,0, Month-to-month , Electronic check , $45.00 , $45.00 ,0
 6365-MTGZX , Male ,24,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $96.00 ," $2,122.45 ",1
 8058-DMYRU , Male ,54,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $90.05 ," $4,931.80 ",0
 6990-YNRIO , Male ,65,1,1, Fiber optic ,1,1, Two year , Bank transfer (automatic) , $108.65 ," $6,937.95 ",1
 6959-GQEGV , Male ,45,1,0, DSL ,1,1, Month-to-month , Electronic check , $75.95 ," $3,273.80 ",0
 1265-HVPZB , Male ,59,1,0, DSL ,1,1, One year , Credit card (automatic) , $66.40 ," $3,958.20 ",0
 0621-TWIEM , Male ,10,1,0, DSL ,0,0, Month-to-month , Electronic check , $45.55 , $402.60 ,1
 3537-RYBHH , Female ,47,1,1, DSL ,1,1, Month-to-month , Credit card (automatic) , $67.45 ," $3,252.00 ",0
 3669-OYSJI , Male ,1,1,0, DSL ,0,0, Month-to-month , Credit card (automatic) , $46.20 , $46.20 ,1
 1612-EOHDH , Female ,1,1,0, DSL ,0,0, Month-to-month , Electronic check , $45.15 , $45.15 ,1
 4510-PYUSH , Female ,38,1,0, DSL ,1,0, Month-to-month , Credit card (automatic) , $57.15 ," $2,250.65 ",1
 9359-JANWS , Female ,65,1,0, DSL ,1,1, Two year , Credit card (automatic) , $58.90 ," $3,857.10 ",0
 7517-SAWMO , Female ,19,1,0, Fiber optic ,1,0, Month-to-month , Electronic check , $73.20 ," $1,441.10 ",1
 4143-HHPMK , Male ,52,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $85.35 ," $4,338.60 ",1
 7054-LGEQW , Female ,1,1,0, DSL ,0,0, Month-to-month , Mailed check , $45.95 , $45.95 ,1
 7105-MXJLL , Female ,26,1,0, DSL ,0,1, One year , Mailed check , $60.70 ," $1,597.40 ",0
 7064-FRRSW , Male ,48,1,1, Fiber optic ,0,0, One year , Electronic check , $99.00 ," $4,744.35 ",0
 7940-UQQUG , Female ,64,1,1, Fiber optic ,1,0, One year , Bank transfer (automatic) , $104.40 ," $6,721.60 ",0
 0923-PNFUB , Female ,3,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $83.75 , $247.25 ,1
 3961-SXAXY , Male ,1,1,0, DSL ,0,0, Month-to-month , Bank transfer (automatic) , $44.05 , $44.05 ,0
 3566-HJGPK , Male ,1,1,0, DSL ,0,0, Month-to-month , Mailed check , $45.55 , $45.55 ,0
 3062-ICYZQ , Female ,51,1,1, Fiber optic ,1,0, Month-to-month , Electronic check , $93.80 ," $4,539.35 ",0
 0973-KYVNF , Female ,72,1,0, DSL ,1,1, Two year , Credit card (automatic) , $70.65 ," $5,011.15 ",0
 5129-HHMZC , Female ,43,1,1, DSL ,1,0, Two year , Credit card (automatic) , $86.45 ," $3,574.50 ",0
 9637-CDTKZ , Male ,72,1,1, Fiber optic ,1,1, Two year , Credit card (automatic) , $114.10 ," $8,086.40 ",0
 3946-JEWRQ , Male ,47,1,1, Fiber optic ,0,0, One year , Credit card (automatic) , $95.20 ," $4,563.00 ",0
 7873-CVMAW , Male ,72,1,1, DSL ,1,1, Two year , Credit card (automatic) , $88.55 ," $6,362.35 ",0
 3494-JCHRQ , Male ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $70.05 , $70.05 ,1
 6474-FVJLC , Male ,2,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $86.00 , $165.45 ,1
 5832-EXGTT , Male ,29,1,0, DSL ,1,0, Month-to-month , Mailed check , $60.20 ," $1,834.15 ",0
 8840-DQLGN , Female ,35,1,1, Fiber optic ,1,0, Month-to-month , Bank transfer (automatic) , $100.50 ," $3,653.35 ",1
 2039-JONDJ , Male ,27,1,0, DSL ,1,0, One year , Bank transfer (automatic) , $55.45 ," $1,477.65 ",0
 7217-JYHOQ , Male ,24,1,0, DSL ,1,0, Month-to-month , Credit card (automatic) , $70.30 ," $1,706.45 ",0
 6695-FRVEC , Male ,67,1,0, DSL ,1,1, Two year , Bank transfer (automatic) , $60.40 ," $3,953.70 ",0
 4547-LYTDD , Female ,16,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $72.65 ," $1,194.30 ",1
 9894-QMIMJ , Female ,23,1,0, DSL ,0,1, One year , Bank transfer (automatic) , $55.80 ," $1,327.85 ",0
 4193-ORFCL , Female ,1,1,0, DSL ,0,0, Month-to-month , Mailed check , $45.10 , $45.10 ,1
 3466-WAESX , Male ,16,1,1, DSL ,1,0, Month-to-month , Electronic check , $69.10 ," $1,083.70 ",0
 3638-VBZTA , Male ,68,1,1, DSL ,1,0, Two year , Bank transfer (automatic) , $86.50 ," $5,882.75 ",0
 7459-IMVYU , Male ,38,1,1, DSL ,1,1, Month-to-month , Electronic check , $69.95 ," $2,657.55 ",0
 7776-QWNFX , Male ,30,1,0, DSL ,0,0, Month-to-month , Bank transfer (automatic) , $50.40 ," $1,527.50 ",1
 6689-TCZHQ , Female ,5,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $78.95 , $378.40 ,1
 8563-OYMQY , Male ,17,1,0, Fiber optic ,0,1, Month-to-month , Credit card (automatic) , $90.95 ," $1,612.20 ",0
 1951-IEYXM , Male ,72,1,1, DSL ,1,1, Two year , Credit card (automatic) , $90.60 ," $6,441.85 ",0
 3318-NMQXL , Male ,3,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $92.00 , $266.80 ,0
 3143-ILDAL , Male ,56,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $94.45 ," $5,124.60 ",1
 2272-UOINI , Female ,7,1,0, DSL ,1,0, Month-to-month , Electronic check , $78.50 , $571.05 ,0
 5668-MEISB , Female ,72,1,1, Fiber optic ,1,1, Two year , Credit card (automatic) , $106.10 ," $7,657.40 ",0
 7188-CBBBA , Female ,65,1,1, Fiber optic ,0,1, One year , Electronic check , $95.50 ," $6,153.85 ",0
 5356-CSVSQ , Female ,3,1,1, DSL ,0,0, Month-to-month , Electronic check , $64.60 , $174.20 ,0
 3221-CJMSG , Male ,24,1,0, DSL ,0,0, Month-to-month , Credit card (automatic) , $51.10 ," $1,269.60 ",0
 4720-VSTSI , Female ,44,1,1, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $84.80 ," $3,862.55 ",1
 3219-JQRSL , Female ,72,1,1, DSL ,1,1, Two year , Credit card (automatic) , $89.10 ," $6,352.40 ",0
 2801-NISEI , Male ,24,1,0, DSL ,1,0, Month-to-month , Electronic check , $54.95 ," $1,348.50 ",0
 3946-MHCZW , Male ,1,1,0, DSL ,0,1, Month-to-month , Mailed check , $50.90 , $50.90 ,1
 6732-VAILE , Male ,70,1,1, DSL ,0,1, Two year , Credit card (automatic) , $85.95 ," $5,931.75 ",0
 8201-AAXCB , Male ,25,1,1, DSL ,0,0, Month-to-month , Electronic check , $60.35 ," $1,404.65 ",0
 1845-CSBRZ , Female ,22,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $85.35 ," $1,961.60 ",0
 2123-VSCOT , Female ,59,1,1, DSL ,0,1, Two year , Bank transfer (automatic) , $72.10 ," $4,194.85 ",0
 6651-AZVTJ , Male ,49,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $99.80 ," $4,872.45 ",1
 4566-GOLUK , Male ,47,1,1, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $107.35 ," $5,118.95 ",1
 2018-QKYGT , Male ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $81.05 , $81.05 ,0
 7409-JURKQ , Female ,53,1,1, Fiber optic ,0,1, One year , Bank transfer (automatic) , $111.80 ," $5,809.75 ",0
 4587-NUKOX , Female ,3,1,0, Fiber optic ,1,0, Month-to-month , Electronic check , $79.10 , $246.50 ,1
 2239-CGBUZ , Female ,51,1,0, DSL ,1,0, One year , Bank transfer (automatic) , $60.50 ," $3,145.15 ",0
 4890-VMUAV , Male ,63,1,1, DSL ,1,1, One year , Electronic check , $71.50 ," $4,576.30 ",0
 9261-WDCAF , Male ,3,1,0, DSL ,0,0, Month-to-month , Mailed check , $54.65 , $189.10 ,0
 7442-YGZFK , Male ,1,1,1, DSL ,0,0, Month-to-month , Credit card (automatic) , $49.80 , $49.80 ,0
 7449-HVPIV , Male ,55,1,1, Fiber optic ,0,1, Month-to-month , Credit card (automatic) , $90.40 ," $5,099.15 ",0
 5504-WSIUR , Female ,70,1,1, Fiber optic ,0,1, One year , Bank transfer (automatic) , $90.25 ," $6,385.95 ",0
 8183-ONMXC , Female ,2,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $80.75 , $159.45 ,1
 8466-PZBLH , Male ,67,1,1, Fiber optic ,1,0, Two year , Bank transfer (automatic) , $104.60 ," $6,885.75 ",0
 9614-RMGHA , Male ,65,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $91.85 ," $5,940.85 ",1
 8735-IJJEG , Male ,14,1,0, DSL ,0,1, Month-to-month , Credit card (automatic) , $50.20 , $668.85 ,0
 0564-MUUQK , Female ,20,1,1, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $95.50 ," $1,916.20 ",0
 5054-IEXZT , Male ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $75.35 , $75.35 ,1
 5834-ASPWA , Male ,1,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $75.45 , $75.45 ,1
 0701-RFGFI , Female ,49,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $95.40 ," $4,613.95 ",0
 0019-EFAEP , Female ,72,1,1, Fiber optic ,1,1, Two year , Bank transfer (automatic) , $101.30 ," $7,261.25 ",0
 5619-PTMIK , Female ,46,1,1, DSL ,1,0, Month-to-month , Electronic check , $53.10 ," $2,459.80 ",0
 3737-XBQDD , Male ,24,1,1, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $84.85 ," $2,048.80 ",0
 5846-QFDFI , Female ,33,1,1, Fiber optic ,0,1, Month-to-month , Credit card (automatic) , $88.60 ," $2,888.70 ",0
 4445-KWOKW , Female ,42,1,1, DSL ,1,0, One year , Bank transfer (automatic) , $60.15 ," $2,421.60 ",0
 3511-APPBJ , Male ,23,1,0, Fiber optic ,1,1, One year , Credit card (automatic) , $99.95 ," $2,292.75 ",0
 7967-HYCDE , Male ,8,1,0, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $70.70 , $553.40 ,0
 2430-RRYUW , Male ,66,1,0, DSL ,1,0, One year , Mailed check , $54.80 ," $3,465.70 ",0
 3948-XHGNA , Male ,24,1,0, DSL ,1,0, Month-to-month , Bank transfer (automatic) , $49.55 ," $1,210.40 ",1
 3723-BFBGR , Male ,24,1,1, DSL ,0,0, Month-to-month , Credit card (automatic) , $54.80 ," $1,291.30 ",0
 0565-IYCGT , Male ,69,1,1, DSL ,1,1, One year , Credit card (automatic) , $78.60 ," $5,356.45 ",1
 5447-WZAFP , Female ,53,1,0, Fiber optic ,0,1, One year , Mailed check , $100.30 ," $5,200.80 ",0
 5445-UTODQ , Female ,7,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $81.10 , $576.65 ,1
 7892-QVYKW , Female ,23,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $85.60 ," $1,868.40 ",0
 9675-ICXCT , Male ,72,1,0, DSL ,1,1, Two year , Electronic check , $80.80 ," $5,728.55 ",0
 1024-VRZHF , Male ,11,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $74.95 , $825.70 ,1
 9497-QCMMS , Male ,1,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $93.55 , $93.55 ,1
 5692-ICXLW , Male ,31,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $90.70 ," $2,845.15 ",0
 0602-DDUML , Female ,57,1,0, DSL ,0,1, Two year , Mailed check , $69.75 ," $3,894.40 ",0
 1960-UYCNN , Male ,10,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $95.25 ," $1,021.55 ",0
 0348-SDKOL , Female ,58,1,1, Fiber optic ,0,1, Month-to-month , Credit card (automatic) , $102.10 ," $5,885.40 ",1
 7336-RLLRH , Male ,27,1,1, DSL ,1,0, One year , Mailed check , $80.85 ," $2,204.35 ",0
 4373-MAVJG , Female ,14,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $90.90 ," $1,259.00 ",1
 7710-JSYOA , Female ,69,1,1, Fiber optic ,0,0, Two year , Bank transfer (automatic) , $93.30 ," $6,398.05 ",0
 5419-KLXBN , Female ,25,1,0, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $89.15 ," $2,257.75 ",1
 3424-NMNBO , Male ,58,1,1, Fiber optic ,1,1, One year , Electronic check , $108.85 ," $6,287.25 ",1
 4514-GFCFI , Female ,16,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $84.75 ," $1,350.15 ",1
 0607-MVMGC , Male ,45,1,1, DSL ,0,1, One year , Credit card (automatic) , $78.75 ," $3,600.65 ",0
 3365-SAIGS , Female ,17,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $83.55 ," $1,329.15 ",0
 9828-AOQLM , Female ,1,1,0, DSL ,0,0, Month-to-month , Electronic check , $45.70 , $45.70 ,1
 8000-REIQB , Female ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $69.95 , $69.95 ,1
 9993-LHIEB , Male ,67,1,0, DSL ,1,1, Two year , Mailed check , $67.85 ," $4,627.65 ",0
 0266-CLZKZ , Female ,67,1,1, Fiber optic ,0,1, Two year , Bank transfer (automatic) , $105.65 ," $6,717.90 ",0
 3858-VOBET , Male ,23,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $74.95 ," $1,710.45 ",1
 7020-OZKXZ , Female ,9,1,0, Fiber optic ,0,1, Month-to-month , Credit card (automatic) , $75.50 , $637.40 ,0
 1447-PJGGA , Female ,57,1,0, Fiber optic ,0,1, Two year , Electronic check , $95.25 ," $5,464.65 ",1
 8565-CLBZW , Male ,24,1,1, Fiber optic ,0,1, Month-to-month , Mailed check , $89.85 ," $2,165.05 ",1
 9139-WQQDY , Female ,49,1,1, Fiber optic ,0,0, One year , Mailed check , $100.45 ," $4,941.80 ",1
 0224-HJAPT , Male ,5,1,1, DSL ,0,0, Month-to-month , Electronic check , $47.15 , $223.15 ,1
 8086-OVPWV , Male ,2,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $80.20 , $181.10 ,1
 9430-FRQOC , Female ,4,1,1, Fiber optic ,0,1, Month-to-month , Mailed check , $87.10 , $341.45 ,1
 7639-OPLNG , Male ,70,1,1, DSL ,1,1, Two year , Bank transfer (automatic) , $79.25 ," $5,731.85 ",0
 3074-GQWYX , Male ,5,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $75.90 , $357.75 ,1
 1492-QGCLU , Male ,53,1,1, DSL ,1,1, Month-to-month , Electronic check , $85.70 ," $4,616.10 ",0
 6845-RGTYS , Female ,47,1,1, Fiber optic ,1,1, Month-to-month , Electronic check , $98.75 ," $4,533.70 ",1
 4418-LZMSV , Male ,13,1,0, DSL ,0,1, Month-to-month , Bank transfer (automatic) , $61.80 , $750.10 ,0
 5155-AZQPB , Female ,28,1,1, DSL ,0,0, Month-to-month , Mailed check , $49.90 ," $1,410.25 ",0
 8861-HGGKB , Female ,10,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $86.45 , $830.85 ,1
 7065-YUNRY , Female ,1,1,0, DSL ,0,0, Month-to-month , Mailed check , $45.30 , $45.30 ,1
 7694-VLBWQ , Male ,67,1,1, Fiber optic ,0,1, One year , Electronic check , $104.10 ," $7,040.85 ",1
 2546-KZAAT , Male ,52,1,0, DSL ,1,0, One year , Mailed check , $75.40 ," $3,865.45 ",0
 0181-RITDD , Male ,62,1,0, Fiber optic ,1,1, Two year , Mailed check , $108.15 ," $6,825.65 ",0
 5989-PGKJB , Female ,16,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $86.25 ," $1,340.10 ",0
 4795-KTRTH , Female ,5,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $81.00 , $371.65 ,1
 8272-ONJLV , Male ,12,1,0, Fiber optic ,0,1, One year , Electronic check , $95.70 ," $1,184.00 ",0
 1488-PBLJN , Female ,72,1,1, Fiber optic ,1,1, Two year , Bank transfer (automatic) , $116.85 ," $8,477.70 ",0
 0308-GIQJT , Male ,71,1,1, Fiber optic ,0,0, One year , Bank transfer (automatic) , $105.75 ," $7,382.85 ",0
 6481-OGDOO , Male ,67,1,0, Fiber optic ,1,0, One year , Credit card (automatic) , $90.60 ," $6,056.15 ",1
 3090-LETTY , Male ,2,1,1, DSL ,1,0, Month-to-month , Bank transfer (automatic) , $60.95 , $134.60 ,0
 3753-TSEMP , Female ,15,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $88.15 ," $1,390.60 ",1
 9720-JJJOR , Male ,41,1,0, DSL ,1,1, One year , Bank transfer (automatic) , $60.30 ," $2,511.30 ",0
 8100-HZZLJ , Female ,43,1,0, DSL ,1,0, Month-to-month , Electronic check , $63.95 ," $2,737.05 ",0
 8775-ERLNB , Male ,1,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $74.30 , $74.30 ,0
 8309-IEYJD , Female ,1,1,0, Fiber optic ,0,0, Month-to-month , Mailed check , $70.60 , $70.60 ,0
 9172-JITSM , Female ,26,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $90.80 ," $2,361.80 ",1
 6298-QDFNH , Male ,22,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $79.35 ," $1,730.35 ",1
 7398-HPYZQ , Male ,71,1,1, DSL ,1,1, Two year , Bank transfer (automatic) , $90.55 ," $6,404.00 ",0
 7361-YPXFS , Female ,28,1,1, DSL ,0,1, Month-to-month , Bank transfer (automatic) , $64.45 ," $1,867.60 ",0
 6557-BZXLQ , Male ,16,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $69.65 ," $1,043.30 ",0
 7519-JTWQH , Female ,69,1,1, Fiber optic ,0,1, Two year , Bank transfer (automatic) , $110.50 ," $7,455.45 ",0
 8543-MSDMF , Male ,3,1,0, DSL ,1,1, Month-to-month , Electronic check , $77.40 , $206.15 ,0
 9961-JBNMK , Male ,21,1,0, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $96.80 ," $2,030.30 ",1
 1170-SASML , Female ,69,1,1, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $85.40 ," $5,869.40 ",0
 2038-LLMLM , Female ,48,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $103.85 ," $4,946.05 ",0
 6173-ITPWD , Male ,47,1,1, Fiber optic ,0,1, Month-to-month , Bank transfer (automatic) , $83.35 ," $4,065.00 ",1
 9734-UYXQI , Female ,2,1,1, DSL ,0,0, Month-to-month , Electronic check , $49.40 , $106.55 ,1
 1216-BGTSP , Male ,45,1,1, Fiber optic ,1,1, Month-to-month , Credit card (automatic) , $108.45 ," $4,964.70 ",0
 4138-NAXED , Male ,51,1,1, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $81.00 ," $4,085.75 ",0
 2189-UXTKY , Female ,22,1,1, DSL ,1,0, Month-to-month , Electronic check , $79.20 ," $1,742.75 ",1
 0744-BIKKF , Male ,72,1,1, DSL ,1,1, Two year , Bank transfer (automatic) , $86.65 ," $6,224.80 ",0
 7483-IQWIB , Male ,37,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $92.95 ," $3,415.25 ",0
 5248-KWLAR , Male ,71,1,1, DSL ,1,1, Two year , Electronic check , $90.35 ," $6,325.25 ",0
 4958-GZWIY , Male ,7,1,0, DSL ,0,1, Month-to-month , Electronic check , $48.70 , $340.25 ,1
 7833-PKIHD , Male ,51,1,0, DSL ,1,0, One year , Bank transfer (automatic) , $76.40 ," $3,966.30 ",0
 5153-RTHKF , Female ,34,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $85.35 ," $2,896.60 ",0
 4832-VRBMR , Male ,65,1,1, Fiber optic ,0,1, One year , Bank transfer (automatic) , $103.15 ," $6,792.45 ",0
 9079-LWTFD , Male ,47,1,1, Fiber optic ,1,0, Month-to-month , Mailed check , $100.75 ," $4,669.20 ",0
 6356-ELRKD , Female ,1,1,0, Fiber optic ,1,0, Month-to-month , Electronic check , $95.60 , $95.60 ,1
 8624-GIOUT , Female ,49,1,1, DSL ,1,0, Month-to-month , Credit card (automatic) , $59.75 ," $2,934.30 ",1
 3392-EHMNK , Female ,67,1,1, Fiber optic ,0,0, Two year , Credit card (automatic) , $94.10 ," $6,302.80 ",0
 6179-GJPSO , Female ,43,1,0, Fiber optic ,1,0, Month-to-month , Credit card (automatic) , $108.15 ," $4,600.70 ",1
 7901-TBKJX , Male ,56,1,1, Fiber optic ,0,1, Month-to-month , Electronic check , $101.05 ," $5,594.00 ",0
 7228-PAQPD , Female ,14,1,0, DSL ,0,0, One year , Credit card (automatic) , $59.10 , $772.85 ,0
 3177-LASXD , Female ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $71.35 , $71.35 ,1
 7746-QYVCO , Male ,16,1,0, DSL ,1,0, One year , Mailed check , $55.85 , $857.80 ,0
 5804-HYIEZ , Male ,70,1,1, Fiber optic ,1,0, Month-to-month , Electronic check , $106.05 ," $7,554.05 ",0
 9919-FZDED , Male ,72,1,1, DSL ,1,1, Two year , Credit card (automatic) , $84.10 ," $5,981.65 ",0
 5934-TSSAU , Female ,23,1,0, Fiber optic ,0,1, Month-to-month , Credit card (automatic) , $75.30 ," $1,702.90 ",0
 1084-UQCHV , Male ,1,1,0, Fiber optic ,0,0, Month-to-month , Bank transfer (automatic) , $69.75 , $69.75 ,1
 8290-YWKHZ , Female ,32,1,1, Fiber optic ,0,0, Month-to-month , Electronic check , $93.20 ," $2,931.00 ",1
 2955-BJZHG , Male ,17,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $80.85 ," $1,400.85 ",1
 6784-XYJAE , Female ,36,1,1, DSL ,0,1, One year , Electronic check , $55.80 ," $1,941.50 ",0
 2251-PYLPB , Male ,72,1,1, DSL ,1,1, Two year , Credit card (automatic) , $79.55 ," $5,810.90 ",0
 9300-RENDD , Male ,1,1,0, Fiber optic ,0,0, Month-to-month , Electronic check , $79.95 , $79.95 ,1
